file,emotion,char_count,word_count,unique_words,avg_word_len,punct_count,question_count,exclamation_count,sentence_count,avg_sent_len,cleaned_word_count
Ses02F_script01_1_M008.wav,frustrated,85,16,16,4.375,3,0,0,2,8.0,17
Ses02F_script01_1_M009.wav,frustrated,113,24,21,3.75,3,1,0,2,12.0,25
Ses02F_script01_1_M010.wav,frustrated,108,20,20,4.45,4,0,0,1,20.0,22
Ses02F_script01_1_M011.wav,angry,188,37,29,4.108,7,4,0,4,9.25,40
Ses02F_script01_1_M012.wav,frustrated,27,7,6,3.0,2,0,0,1,7.0,8
Ses02F_script01_1_M013.wav,angry,88,15,12,4.933,7,0,0,3,5.0,18
Ses02F_script01_1_M014.wav,frustrated,37,9,8,3.222,3,0,0,2,4.5,9
Ses02F_script01_1_M015.wav,frustrated,77,14,14,4.571,6,1,0,3,4.667,15
Ses02F_script01_1_M016.wav,frustrated,9,2,2,4.0,1,0,0,1,2.0,2
Ses02F_script01_1_M017.wav,neutral,33,8,7,3.25,2,0,0,1,8.0,9
Ses02F_script01_1_M018.wav,frustrated,35,7,7,4.143,2,0,0,1,7.0,8
Ses02F_script01_1_M019.wav,frustrated,18,4,4,3.75,2,0,0,1,4.0,5
Ses02F_script01_1_M020.wav,frustrated,27,6,6,3.667,2,0,0,1,6.0,7
Ses02F_script01_1_M021.wav,angry,31,6,6,4.333,2,0,0,1,6.0,7
Ses02F_script01_1_M022.wav,angry,188,37,32,4.108,7,2,0,5,7.4,38
Ses02F_script01_1_M023.wav,angry,23,4,4,5.0,3,0,0,1,4.0,6
Ses02F_script01_1_M024.wav,frustrated,175,34,28,4.176,6,0,0,2,17.0,35
Ses02F_script01_1_M025.wav,angry,18,4,4,3.75,1,0,0,1,4.0,4
Ses02F_script01_1_M026.wav,frustrated,35,7,7,4.143,1,0,0,1,7.0,7
Ses02F_script01_1_M027.wav,sad,178,35,34,4.114,15,1,0,5,7.0,40
Ses02F_script01_1_M028.wav,frustrated,33,7,7,3.857,3,1,0,2,3.5,8
Ses02F_script01_1_M029.wav,neutral,14,3,3,4.0,1,0,0,1,3.0,3
Ses02F_script01_1_M030.wav,angry,69,17,14,3.118,5,0,0,3,5.667,18
Ses02F_script01_1_M031.wav,frustrated,82,18,14,3.611,4,2,0,3,6.0,18
Ses02F_script01_1_M032.wav,frustrated,31,6,5,4.333,3,0,0,1,6.0,6
Ses02F_script01_1_M033.wav,frustrated,152,28,26,4.464,4,0,0,2,14.0,29
Ses02F_script01_1_M034.wav,angry,57,12,12,3.833,4,0,0,1,12.0,14
Ses02F_script01_1_M035.wav,angry,74,14,12,4.357,5,0,0,3,4.667,16
Ses02F_script01_1_M036.wav,angry,66,14,12,3.786,5,0,0,3,4.667,16
Ses02F_script01_1_M037.wav,angry,64,11,10,4.909,4,1,0,2,5.5,12
Ses02F_script01_1_M038.wav,angry,120,27,25,3.481,6,0,0,2,13.5,28
Ses02F_script01_1_M039.wav,angry,129,28,22,3.643,7,1,0,5,5.6,29
Ses02F_script01_1_M040.wav,neutral,21,5,5,3.4,2,0,0,1,5.0,5
Ses02F_script01_1_M041.wav,frustrated,39,7,7,4.714,5,0,0,2,3.5,7
Ses02F_script01_1_M042.wav,frustrated,43,10,9,3.4,3,0,0,2,5.0,10
Ses02F_script01_1_M043.wav,neutral,23,5,5,3.8,1,0,0,1,5.0,5
Ses02F_script01_1_M044.wav,neutral,38,8,8,3.875,5,0,0,2,4.0,10
Ses02F_script01_2_F000.wav,sad,27,6,6,3.667,1,1,0,1,6.0,6
Ses02F_script01_2_F001.wav,frustrated,73,16,15,3.625,5,0,0,2,8.0,17
Ses02F_script01_2_F002.wav,frustrated,35,7,7,4.143,1,0,0,1,7.0,7
Ses02F_script01_2_F003.wav,frustrated,12,2,2,5.5,4,0,0,1,2.0,3
Ses02F_script01_2_F005.wav,angry,27,6,6,3.667,2,0,0,1,6.0,7
Ses02F_script01_2_F006.wav,frustrated,26,5,5,4.4,3,1,0,1,5.0,6
Ses02F_script01_2_F007.wav,frustrated,45,9,8,4.111,5,0,0,2,4.5,11
Ses02F_script01_2_F008.wav,frustrated,157,30,26,4.267,10,2,0,4,7.5,33
Ses02F_script01_2_F009.wav,frustrated,138,28,26,3.964,9,0,0,3,9.333,31
Ses02F_script01_2_F010.wav,frustrated,105,19,17,4.579,5,0,0,2,9.5,19
Ses02F_script01_2_F011.wav,frustrated,141,28,25,4.071,8,1,0,3,9.333,32
Ses02F_script01_2_F012.wav,angry,85,16,16,4.375,10,0,0,3,5.333,18
Ses02F_script01_2_F013.wav,angry,149,29,27,4.172,5,1,0,4,7.25,29
Ses02F_script01_2_F014.wav,frustrated,52,10,10,4.3,5,0,0,3,3.333,11
Ses02F_script01_2_F015.wav,frustrated,116,22,21,4.318,6,0,0,3,7.333,22
Ses02F_script01_2_F016.wav,frustrated,38,7,7,4.571,4,1,0,2,3.5,7
Ses02F_script01_2_F017.wav,frustrated,26,4,4,5.75,2,0,0,1,4.0,5
Ses02F_script01_2_F018.wav,frustrated,22,5,5,3.6,3,1,0,2,2.5,6
Ses02F_script01_2_M000.wav,frustrated,25,5,5,4.2,1,1,0,1,5.0,5
Ses02F_script01_2_M001.wav,neutral,44,9,9,4.0,2,0,0,1,9.0,9
Ses02F_script01_2_M002.wav,neutral,101,22,20,3.636,4,2,0,3,7.333,23
Ses02F_script01_2_M003.wav,frustrated,72,16,14,3.562,4,0,0,2,8.0,18
Ses02F_script01_2_M004.wav,neutral,41,9,9,3.667,2,1,0,1,9.0,10
Ses02F_script01_2_M005.wav,neutral,14,3,3,4.0,2,1,0,1,3.0,3
Ses02F_script01_2_M006.wav,neutral,16,3,3,4.667,2,0,0,1,3.0,3
Ses02F_script01_2_M007.wav,neutral,24,5,5,4.0,2,0,0,1,5.0,6
Ses02F_script01_2_M008.wav,neutral,33,7,7,3.857,2,1,0,1,7.0,8
Ses02F_script01_2_M009.wav,frustrated,47,10,10,3.8,4,1,0,2,5.0,11
Ses02F_script01_2_M010.wav,frustrated,41,10,9,3.2,2,1,0,1,10.0,10
Ses02F_script01_2_M011.wav,frustrated,11,2,2,5.0,3,0,0,1,2.0,2
Ses02F_script01_2_M012.wav,frustrated,14,2,2,6.5,1,0,0,1,2.0,2
Ses02F_script01_2_M013.wav,frustrated,14,2,2,6.5,1,0,0,1,2.0,2
Ses02F_script01_2_M014.wav,frustrated,32,4,3,7.25,3,0,0,1,4.0,4
Ses02F_script01_2_M015.wav,frustrated,23,5,5,3.8,2,2,0,2,2.5,5
Ses02F_script01_2_M016.wav,angry,34,7,7,4.0,2,1,0,2,3.5,7
Ses02F_script01_2_M017.wav,angry,33,7,5,3.857,2,0,0,2,3.5,7
Ses02F_script01_2_M018.wav,angry,68,15,13,3.6,3,2,0,2,7.5,15
Ses02F_script01_3_F000.wav,happy,49,10,10,4.0,2,0,0,1,10.0,11
Ses02F_script01_3_F001.wav,happy,32,6,5,4.5,4,0,0,1,6.0,8
Ses02F_script01_3_F002.wav,happy,45,9,9,4.111,4,0,0,1,9.0,10
Ses02F_script01_3_F003.wav,happy,38,8,7,3.875,4,0,0,2,4.0,9
Ses02F_script01_3_F004.wav,frustrated,58,13,12,3.538,3,0,0,1,13.0,13
Ses02F_script01_3_F005.wav,frustrated,64,13,13,4.0,9,0,0,1,13.0,14
Ses02F_script01_3_F006.wav,frustrated,48,9,9,4.444,2,0,0,1,9.0,9
Ses02F_script01_3_F007.wav,frustrated,39,7,7,4.714,2,0,0,1,7.0,8
Ses02F_script01_3_F008.wav,frustrated,4,1,1,4.0,1,0,0,1,1.0,1
Ses02F_script01_3_F009.wav,sad,46,10,10,3.7,2,1,0,1,10.0,10
Ses02F_script01_3_F010.wav,happy,32,8,7,3.125,4,0,0,2,4.0,8
Ses02F_script01_3_F011.wav,happy,49,10,10,4.0,5,0,0,1,10.0,11
Ses02F_script01_3_F012.wav,happy,35,7,7,4.143,1,0,0,1,7.0,7
Ses02F_script01_3_F013.wav,happy,36,7,7,4.286,4,0,0,1,7.0,7
Ses02F_script01_3_F014.wav,happy,16,3,3,4.667,1,0,0,1,3.0,3
Ses02F_script01_3_F015.wav,happy,144,29,23,4.0,8,1,0,3,9.667,29
Ses02F_script01_3_F016.wav,happy,128,28,22,3.607,4,1,0,4,7.0,28
Ses02F_script01_3_F017.wav,frustrated,25,5,5,4.2,2,0,0,1,5.0,6
Ses02F_script01_3_F018.wav,happy,56,11,10,4.182,5,1,0,2,5.5,12
Ses02F_script01_3_F019.wav,happy,28,6,6,3.833,3,1,0,2,3.0,6
Ses02F_script01_3_F020.wav,sad,78,13,13,5.077,6,1,0,2,6.5,14
Ses02F_script01_3_F021.wav,sad,22,5,5,3.6,2,0,0,1,5.0,6
Ses02F_script01_3_F022.wav,sad,26,5,5,4.4,2,0,0,1,5.0,6
Ses02F_script01_3_F023.wav,sad,11,2,2,5.0,2,0,0,1,2.0,2
Ses02F_script01_3_F024.wav,sad,9,2,2,4.0,1,1,0,1,2.0,2
Ses02F_script01_3_F025.wav,sad,8,2,2,3.5,2,0,0,1,2.0,2
Ses02F_script01_3_F026.wav,sad,24,5,5,4.0,1,1,0,1,5.0,5
Ses02F_script01_3_F027.wav,happy,143,25,20,4.76,7,1,0,4,6.25,26
Ses02F_script01_3_F028.wav,happy,148,29,25,4.138,7,0,0,3,9.667,30
Ses02F_script01_3_F029.wav,happy,28,6,6,3.833,2,1,0,1,6.0,7
Ses02F_script01_3_M000.wav,happy,40,9,9,3.556,4,1,0,1,9.0,10
Ses02F_script01_3_M001.wav,neutral,26,5,5,4.4,2,1,0,1,5.0,6
Ses02F_script01_3_M005.wav,frustrated,128,29,26,3.448,4,0,0,2,14.5,30
Ses02F_script01_3_M006.wav,happy,72,17,14,3.294,3,1,0,3,5.667,17
Ses02F_script01_3_M007.wav,happy,52,13,8,3.077,3,0,0,3,4.333,13
Ses02F_script01_3_M008.wav,happy,53,11,10,3.909,3,0,0,1,11.0,12
Ses02F_script01_3_M009.wav,happy,150,30,25,4.033,8,0,0,3,10.0,34
Ses02F_script01_3_M010.wav,happy,142,30,22,3.767,9,1,0,5,6.0,33
Ses02F_script01_3_M011.wav,happy,33,6,6,4.667,3,1,0,1,6.0,7
Ses02F_script01_3_M012.wav,happy,15,3,3,4.333,2,1,0,1,3.0,4
Ses02F_script01_3_M013.wav,happy,33,6,6,4.667,1,1,0,1,6.0,6
Ses02F_script01_3_M014.wav,happy,32,7,7,3.714,3,1,0,1,7.0,8
Ses02F_script01_3_M015.wav,happy,34,8,6,3.375,5,0,0,2,4.0,8
Ses02F_script01_3_M016.wav,happy,87,18,15,3.889,6,1,1,4,4.5,19
Ses02F_script01_3_M017.wav,happy,67,14,12,3.857,6,0,0,2,7.0,16
Ses02F_script01_3_M018.wav,happy,13,3,3,3.667,1,0,0,1,3.0,3
Ses02F_script01_3_M019.wav,happy,51,10,10,4.2,3,0,0,2,5.0,11
Ses02F_script01_3_M020.wav,sad,22,4,4,4.75,2,0,0,1,4.0,4
Ses02F_script01_3_M021.wav,sad,52,11,10,3.818,4,0,0,2,5.5,12
Ses02F_script01_3_M022.wav,sad,26,6,6,3.5,2,0,0,1,6.0,7
Ses02F_script01_3_M023.wav,sad,97,19,19,4.158,3,1,0,2,9.5,20
Ses02F_script01_3_M024.wav,sad,18,4,4,3.75,2,0,0,1,4.0,4
Ses02F_script01_3_M025.wav,sad,15,3,3,4.333,1,0,0,1,3.0,3
Ses02F_script01_3_M026.wav,sad,77,16,16,3.875,3,0,0,2,8.0,17
Ses02F_script01_3_M027.wav,sad,207,44,40,3.727,9,0,0,3,14.667,46
Ses02F_script01_3_M028.wav,sad,132,23,22,4.783,6,0,0,3,7.667,25
Ses02F_script01_3_M029.wav,sad,164,30,28,4.5,7,0,0,3,10.0,30
Ses02F_script01_3_M030.wav,sad,183,36,31,4.111,3,1,0,2,18.0,36
Ses02F_script01_3_M031.wav,sad,181,38,33,3.789,4,0,0,4,9.5,38
Ses02F_script01_3_M032.wav,sad,215,43,34,4.023,7,0,0,3,14.333,43
Ses02F_script01_3_M033.wav,sad,198,45,33,3.422,7,0,0,2,22.5,47
Ses02F_script01_3_M034.wav,sad,139,28,24,4.0,6,0,0,4,7.0,30
Ses02F_script01_3_M035.wav,happy,22,5,5,3.6,2,0,0,1,5.0,5
Ses02F_script01_3_M036.wav,happy,49,10,10,4.0,3,0,0,2,5.0,11
Ses02F_script02_1_F000.wav,sad,5,1,1,5.0,1,0,0,1,1.0,1
Ses02F_script02_1_F001.wav,neutral,16,2,2,7.5,1,1,0,1,2.0,2
Ses02F_script02_1_F002.wav,frustrated,27,4,4,6.0,2,0,0,1,4.0,5
Ses02F_script02_1_F003.wav,frustrated,26,5,4,4.4,5,0,0,2,2.5,7
Ses02F_script02_1_F004.wav,frustrated,106,21,21,4.095,4,1,0,2,10.5,22
Ses02F_script02_1_F005.wav,neutral,5,1,1,5.0,1,0,0,1,1.0,1
Ses02F_script02_1_F006.wav,sad,9,2,2,4.0,2,0,0,1,2.0,3
Ses02F_script02_1_F007.wav,frustrated,34,7,7,4.0,4,0,0,1,7.0,9
Ses02F_script02_1_F008.wav,sad,38,8,8,3.875,1,0,0,1,8.0,8
Ses02F_script02_1_F009.wav,frustrated,16,3,3,4.667,2,0,0,1,3.0,4
Ses02F_script02_1_F010.wav,frustrated,12,3,3,3.333,2,0,0,1,3.0,4
Ses02F_script02_1_F011.wav,frustrated,17,2,2,8.0,1,0,0,1,2.0,2
Ses02F_script02_1_F012.wav,frustrated,26,5,5,4.4,4,0,0,2,2.5,7
Ses02F_script02_1_F013.wav,frustrated,103,20,17,4.2,4,1,0,3,6.667,20
Ses02F_script02_1_F014.wav,frustrated,129,25,22,4.2,9,1,0,4,6.25,29
Ses02F_script02_1_F015.wav,frustrated,10,2,2,4.5,2,0,0,1,2.0,2
Ses02F_script02_1_F016.wav,frustrated,15,3,3,4.333,4,0,0,1,3.0,4
Ses02F_script02_1_F017.wav,sad,5,1,1,5.0,1,0,0,1,1.0,1
Ses02F_script02_1_F018.wav,frustrated,170,35,28,3.886,8,0,0,1,35.0,36
Ses02F_script02_1_F019.wav,neutral,41,8,8,4.25,2,0,0,1,8.0,9
Ses02F_script02_1_F020.wav,sad,12,3,3,3.333,1,0,0,1,3.0,3
Ses02F_script02_1_F021.wav,neutral,11,2,2,5.0,1,1,0,1,2.0,2
Ses02F_script02_1_F022.wav,frustrated,16,2,2,7.5,2,0,0,1,2.0,3
Ses02F_script02_1_M000.wav,happy,57,10,10,4.8,3,1,0,2,5.0,11
Ses02F_script02_1_M001.wav,happy,81,16,16,4.125,7,1,0,3,5.333,18
Ses02F_script02_1_M002.wav,happy,134,28,24,3.821,4,0,0,1,28.0,29
Ses02F_script02_1_M003.wav,happy,14,3,3,4.0,1,1,0,1,3.0,3
Ses02F_script02_1_M004.wav,happy,44,9,8,4.0,4,2,0,3,3.0,10
Ses02F_script02_1_M005.wav,happy,104,18,16,4.833,9,2,0,2,9.0,21
Ses02F_script02_1_M006.wav,happy,134,26,19,4.192,5,3,0,5,5.2,26
Ses02F_script02_1_M007.wav,frustrated,72,12,11,5.083,7,1,0,2,6.0,14
Ses02F_script02_1_M008.wav,frustrated,12,3,3,3.333,1,1,0,1,3.0,3
Ses02F_script02_1_M009.wav,neutral,15,3,3,4.333,3,0,0,1,3.0,3
Ses02F_script02_1_M010.wav,neutral,102,16,15,5.438,7,0,0,4,4.0,16
Ses02F_script02_1_M011.wav,frustrated,59,13,13,3.615,2,1,0,2,6.5,13
Ses02F_script02_1_M012.wav,neutral,108,22,19,3.955,5,2,0,4,5.5,23
Ses02F_script02_1_M013.wav,neutral,85,16,14,4.375,5,2,0,4,4.0,16
Ses02F_script02_1_M014.wav,happy,76,15,15,4.133,6,1,0,2,7.5,17
Ses02F_script02_1_M015.wav,happy,97,21,19,3.667,6,0,0,3,7.0,24
Ses02F_script02_1_M016.wav,happy,87,18,17,3.889,1,1,0,1,18.0,18
Ses02F_script02_1_M017.wav,neutral,22,5,5,3.6,1,1,0,1,5.0,5
Ses02F_script02_1_M018.wav,frustrated,121,25,23,3.88,6,2,0,4,6.25,27
Ses02F_script02_1_M019.wav,neutral,6,1,1,6.0,1,0,0,1,1.0,1
Ses02F_script02_1_M020.wav,neutral,24,5,5,4.0,3,0,0,1,5.0,6
Ses02F_script02_1_M021.wav,neutral,113,24,23,3.75,7,1,0,3,8.0,27
Ses02F_script02_1_M022.wav,frustrated,8,2,2,3.5,1,1,0,1,2.0,2
Ses02F_script02_1_M023.wav,frustrated,85,16,14,4.375,5,0,0,2,8.0,16
Ses02F_script02_1_M024.wav,happy,150,29,27,4.207,5,0,0,4,7.25,30
Ses02F_script02_1_M025.wav,happy,130,24,20,4.458,3,0,0,2,12.0,24
Ses02F_script02_1_M026.wav,happy,53,11,11,3.909,3,0,0,2,5.5,12
Ses02F_script02_1_M027.wav,frustrated,14,3,3,4.0,2,0,0,1,3.0,3
Ses02F_script02_1_M028.wav,happy,167,28,23,5.0,5,0,0,2,14.0,29
Ses02F_script02_1_M029.wav,frustrated,95,18,18,4.333,5,0,0,2,9.0,20
Ses02F_script02_1_M030.wav,happy,9,2,2,4.0,1,1,0,1,2.0,2
Ses02F_script02_1_M031.wav,neutral,88,20,19,3.45,3,0,0,2,10.0,21
Ses02F_script02_1_M032.wav,frustrated,165,33,30,4.03,2,0,0,1,33.0,34
Ses02F_script02_1_M033.wav,neutral,26,6,6,3.5,2,0,0,1,6.0,7
Ses02F_script02_1_M034.wav,frustrated,112,22,19,4.136,7,0,0,3,7.333,24
Ses02F_script02_1_M035.wav,happy,56,10,10,4.7,10,1,0,4,2.5,12
Ses02F_script02_1_M036.wav,happy,143,26,21,4.538,11,1,0,4,6.5,29
Ses02F_script02_1_M037.wav,frustrated,71,12,11,5.0,2,0,0,1,12.0,12
Ses02F_script02_1_M038.wav,frustrated,102,20,17,4.15,7,0,0,2,10.0,23
Ses02F_script02_1_M039.wav,happy,218,37,30,4.919,6,0,0,2,18.5,39
Ses02F_script02_1_M040.wav,happy,154,28,23,4.536,10,0,0,4,7.0,34
Ses02F_script02_1_M041.wav,happy,131,26,25,4.077,2,0,0,2,13.0,26
Ses02F_script02_1_M042.wav,happy,63,11,11,4.818,4,0,0,2,5.5,12
Ses02F_script02_1_M043.wav,neutral,27,6,6,3.667,2,1,0,1,6.0,6
Ses02F_script02_1_M044.wav,neutral,17,4,4,3.5,0,0,0,1,4.0,4
Ses02F_script02_2_F000.wav,neutral,11,2,2,5.0,1,1,0,1,2.0,2
Ses02F_script02_2_F001.wav,frustrated,16,2,2,7.5,2,0,0,1,2.0,3
Ses02F_script02_2_F002.wav,frustrated,105,21,21,4.048,3,0,0,2,10.5,22
Ses02F_script02_2_F003.wav,frustrated,221,44,36,4.045,6,0,0,4,11.0,45
Ses02F_script02_2_F004.wav,frustrated,44,10,10,3.5,5,0,0,1,10.0,12
Ses02F_script02_2_F005.wav,angry,116,24,17,3.875,9,1,0,6,4.0,26
Ses02F_script02_2_F006.wav,angry,75,14,14,4.429,1,0,0,1,14.0,14
Ses02F_script02_2_F007.wav,frustrated,53,9,9,5.0,4,0,0,1,9.0,11
Ses02F_script02_2_F008.wav,frustrated,43,10,9,3.4,6,1,0,2,5.0,10
Ses02F_script02_2_F009.wav,frustrated,45,8,8,4.75,4,0,0,1,8.0,10
Ses02F_script02_2_F010.wav,frustrated,70,13,12,4.462,7,0,0,3,4.333,16
Ses02F_script02_2_F011.wav,angry,193,40,30,3.85,4,0,0,2,20.0,41
Ses02F_script02_2_F012.wav,frustrated,41,6,6,6.0,3,0,0,1,6.0,8
Ses02F_script02_2_F013.wav,frustrated,101,24,21,3.25,3,0,0,3,8.0,24
Ses02F_script02_2_F014.wav,frustrated,41,7,7,5.0,4,0,1,1,7.0,9
Ses02F_script02_2_F015.wav,sad,106,22,21,3.864,3,1,0,2,11.0,22
Ses02F_script02_2_F016.wav,sad,148,30,27,3.967,5,0,0,2,15.0,30
Ses02F_script02_2_F017.wav,sad,137,28,27,3.929,3,0,0,1,28.0,28
Ses02F_script02_2_F018.wav,sad,101,23,18,3.435,5,0,0,2,11.5,23
Ses02F_script02_2_F019.wav,sad,67,11,10,5.182,2,0,0,1,11.0,11
Ses02F_script02_2_F020.wav,sad,87,16,10,4.5,3,0,0,3,5.333,16
Ses02F_script02_2_F021.wav,sad,3,1,1,3.0,1,0,0,1,1.0,1
Ses02F_script02_2_F022.wav,sad,9,2,2,4.0,3,0,0,1,2.0,2
Ses02F_script02_2_F023.wav,sad,7,2,2,3.0,2,0,0,1,2.0,2
Ses02F_script02_2_F024.wav,sad,3,1,1,3.0,1,0,0,1,1.0,1
Ses02F_script02_2_F025.wav,frustrated,3,1,1,3.0,1,0,0,1,1.0,1
Ses02F_script02_2_F026.wav,frustrated,3,1,1,3.0,1,0,0,1,1.0,1
Ses02F_script02_2_F027.wav,frustrated,3,1,1,3.0,1,0,0,1,1.0,1
Ses02F_script02_2_F028.wav,frustrated,89,18,18,4.0,4,1,0,3,6.0,20
Ses02F_script02_2_F029.wav,angry,51,9,8,4.778,5,3,1,4,2.25,10
Ses02F_script02_2_F030.wav,frustrated,82,15,11,4.533,6,0,0,4,3.75,15
Ses02F_script02_2_F031.wav,sad,58,10,9,4.9,2,0,0,1,10.0,11
Ses02F_script02_2_F032.wav,sad,134,27,26,4.0,7,1,0,3,9.0,29
Ses02F_script02_2_F033.wav,sad,34,7,6,4.0,4,0,0,2,3.5,7
Ses02F_script02_2_F034.wav,sad,146,29,24,4.069,3,0,0,1,29.0,30
Ses02F_script02_2_F035.wav,sad,18,4,4,3.75,2,0,0,1,4.0,5
Ses02F_script02_2_F036.wav,sad,75,14,14,4.429,7,0,0,1,14.0,17
Ses02F_script02_2_F037.wav,happy,55,10,9,4.6,6,1,0,2,5.0,12
Ses02F_script02_2_F038.wav,sad,132,23,21,4.783,4,0,0,1,23.0,25
Ses02F_script02_2_F039.wav,happy,72,14,12,4.214,6,0,0,2,7.0,16
Ses02F_script02_2_F040.wav,happy,67,12,12,4.667,7,1,0,3,4.0,13
Ses02F_script02_2_F041.wav,happy,24,3,3,7.333,1,0,0,1,3.0,3
Ses02F_script02_2_F042.wav,happy,31,6,6,4.333,2,0,0,1,6.0,7
Ses02F_script02_2_F043.wav,happy,63,14,14,3.571,3,0,0,2,7.0,14
Ses02F_script02_2_F044.wav,sad,25,5,5,4.2,5,0,0,2,2.5,6
Ses02F_script02_2_F045.wav,happy,7,2,2,3.0,1,0,0,1,2.0,2
Ses02F_script02_2_M000.wav,happy,27,6,6,3.667,2,1,0,1,6.0,6
Ses02F_script02_2_M001.wav,neutral,17,4,4,3.5,0,0,0,1,4.0,4
Ses02F_script02_2_M002.wav,neutral,65,10,10,5.6,3,0,0,2,5.0,11
Ses02F_script02_2_M003.wav,neutral,59,12,12,4.0,5,0,0,3,4.0,13
Ses02F_script02_2_M004.wav,frustrated,36,7,7,4.286,1,1,0,1,7.0,7
Ses02F_script02_2_M005.wav,neutral,86,16,15,4.438,5,2,0,2,8.0,17
Ses02F_script02_2_M006.wav,frustrated,25,4,4,5.5,3,1,0,1,4.0,5
Ses02F_script02_2_M007.wav,neutral,152,30,25,4.1,11,0,0,3,10.0,31
Ses02F_script02_2_M008.wav,frustrated,8,2,2,3.5,1,1,0,1,2.0,2
Ses02F_script02_2_M009.wav,neutral,41,7,7,5.0,4,0,0,2,3.5,9
Ses02F_script02_2_M010.wav,neutral,29,6,6,4.0,2,0,0,1,6.0,7
Ses02F_script02_2_M011.wav,frustrated,31,7,7,3.571,1,0,0,1,7.0,7
Ses02F_script02_2_M012.wav,frustrated,18,4,4,3.75,2,0,0,1,4.0,4
Ses02F_script02_2_M013.wav,neutral,55,10,10,4.6,3,0,0,2,5.0,11
Ses02F_script02_2_M014.wav,frustrated,141,28,26,4.071,5,0,0,1,28.0,29
Ses02F_script02_2_M015.wav,frustrated,155,30,25,4.2,8,0,0,6,5.0,31
Ses02F_script02_2_M016.wav,neutral,86,16,14,4.438,8,0,0,3,5.333,17
Ses02F_script02_2_M017.wav,neutral,94,18,14,4.278,5,0,0,1,18.0,19
Ses02F_script02_2_M018.wav,neutral,27,6,6,3.667,3,0,0,2,3.0,7
Ses02F_script02_2_M019.wav,neutral,163,27,24,5.074,12,2,0,4,6.75,30
Ses02F_script02_2_M020.wav,neutral,97,20,19,3.9,8,2,0,4,5.0,21
Ses02F_script02_2_M021.wav,neutral,58,12,12,3.917,6,1,0,3,4.0,12
Ses02F_script02_2_M022.wav,neutral,37,8,8,3.75,1,1,0,1,8.0,8
Ses02F_script02_2_M023.wav,neutral,19,4,4,4.0,1,1,0,1,4.0,4
Ses02F_script02_2_M024.wav,frustrated,47,10,10,3.8,3,2,0,2,5.0,10
Ses02F_script02_2_M025.wav,frustrated,26,5,5,4.4,1,1,0,1,5.0,5
Ses02F_script02_2_M026.wav,frustrated,35,7,6,4.143,4,3,0,4,1.75,7
Ses02F_script02_2_M027.wav,frustrated,11,2,2,5.0,1,0,0,1,2.0,2
Ses02F_script02_2_M028.wav,frustrated,107,22,18,3.909,8,7,0,7,3.143,22
Ses02F_script02_2_M029.wav,angry,172,36,32,3.806,4,1,0,2,18.0,37
Ses02F_script02_2_M030.wav,angry,165,34,30,3.882,9,1,0,2,17.0,38
Ses02F_script02_2_M031.wav,sad,257,53,42,3.868,11,0,0,2,26.5,57
Ses02F_script02_2_M032.wav,frustrated,57,12,7,3.833,4,1,0,3,4.0,12
Ses02F_script02_2_M033.wav,neutral,11,3,3,3.0,2,0,0,1,3.0,3
Ses02F_script02_2_M034.wav,neutral,6,1,1,6.0,1,0,0,1,1.0,1
Ses02F_script02_2_M035.wav,sad,19,4,4,4.0,2,0,0,1,4.0,4
Ses02F_script02_2_M036.wav,sad,25,6,6,3.333,2,0,0,1,6.0,7
Ses02F_script02_2_M037.wav,sad,41,8,8,4.25,1,0,0,1,8.0,8
Ses02F_script02_2_M038.wav,sad,51,11,10,3.727,5,0,0,3,3.667,12
Ses02F_script02_2_M040.wav,happy,43,9,9,3.889,5,0,0,2,4.5,10
Ses02F_script02_2_M041.wav,happy,103,23,22,3.522,4,0,0,3,7.667,24
Ses02F_script02_2_M042.wav,happy,23,5,5,3.8,1,0,0,1,5.0,5
Ses02F_script02_2_M043.wav,happy,18,3,3,5.333,1,0,0,1,3.0,4
Ses02F_script02_2_M044.wav,happy,43,10,9,3.4,2,2,0,2,5.0,10
Ses02F_script02_2_M045.wav,happy,41,8,8,4.25,3,0,0,1,8.0,9
Ses02F_script02_2_M046.wav,happy,7,2,2,3.0,1,0,0,1,2.0,2
Ses02F_script03_1_F003.wav,happy,22,4,4,4.75,2,0,0,1,4.0,4
Ses02F_script03_1_F004.wav,happy,35,7,7,4.143,2,0,0,1,7.0,8
Ses02F_script03_1_F005.wav,happy,33,7,7,3.857,2,0,0,1,7.0,7
Ses02F_script03_1_F006.wav,happy,19,2,2,9.0,1,0,0,1,2.0,2
Ses02F_script03_1_F007.wav,happy,50,10,10,4.1,3,0,0,2,5.0,10
Ses02F_script03_1_F008.wav,happy,48,9,9,4.444,3,0,0,1,9.0,11
Ses02F_script03_1_F009.wav,happy,50,10,10,4.1,3,0,0,2,5.0,11
Ses02F_script03_1_F010.wav,happy,23,4,4,5.0,2,0,0,1,4.0,4
Ses02F_script03_1_F011.wav,happy,31,6,6,4.333,4,0,0,1,6.0,8
Ses02F_script03_1_F012.wav,neutral,11,2,2,5.0,2,1,0,1,2.0,3
Ses02F_script03_1_F013.wav,neutral,54,12,9,3.583,2,0,0,1,12.0,12
Ses02F_script03_1_F014.wav,neutral,67,12,12,4.667,3,1,0,1,12.0,12
