orig_idx,file,emotion,label_id,split,group_id,session_id
2371,Ses02F_script01_3_M019.wav,happy,1,train,Ses02F,Ses02
2372,Ses02F_script01_3_M020.wav,sad,3,train,Ses02F,Ses02
2373,Ses02F_script01_3_M021.wav,sad,3,train,Ses02F,Ses02
2374,Ses02F_script01_3_M022.wav,sad,3,train,Ses02F,Ses02
2375,Ses02F_script01_3_M023.wav,sad,3,train,Ses02F,Ses02
2376,Ses02F_script01_3_M024.wav,sad,3,train,Ses02F,Ses02
2377,Ses02F_script01_3_M025.wav,sad,3,train,Ses02F,Ses02
2378,Ses02F_script01_3_M026.wav,sad,3,train,Ses02F,Ses02
2379,Ses02F_script01_3_M027.wav,sad,3,train,Ses02F,Ses02
2380,Ses02F_script01_3_M028.wav,sad,3,train,Ses02F,Ses02
2381,Ses02F_script01_3_M029.wav,sad,3,train,Ses02F,Ses02
2382,Ses02F_script01_3_M030.wav,sad,3,train,Ses02F,Ses02
2383,Ses02F_script01_3_M031.wav,sad,3,train,Ses02F,Ses02
2384,Ses02F_script01_3_M032.wav,sad,3,train,Ses02F,Ses02
2385,Ses02F_script01_3_M033.wav,sad,3,train,Ses02F,Ses02
2386,Ses02F_script01_3_M034.wav,sad,3,train,Ses02F,Ses02
2387,Ses02F_script01_3_M035.wav,happy,1,train,Ses02F,Ses02
2388,Ses02F_script01_3_M036.wav,happy,1,train,Ses02F,Ses02
2389,Ses02F_script02_1_F000.wav,sad,3,train,Ses02F,Ses02
2390,Ses02F_script02_1_F001.wav,neutral,2,train,Ses02F,Ses02
2391,Ses02F_script02_1_F002.wav,frustrated,4,train,Ses02F,Ses02
2392,Ses02F_script02_1_F003.wav,frustrated,4,train,Ses02F,Ses02
2393,Ses02F_script02_1_F004.wav,frustrated,4,train,Ses02F,Ses02
2394,Ses02F_script02_1_F005.wav,neutral,2,train,Ses02F,Ses02
2395,Ses02F_script02_1_F006.wav,sad,3,train,Ses02F,Ses02
2396,Ses02F_script02_1_F007.wav,frustrated,4,train,Ses02F,Ses02
2397,Ses02F_script02_1_F008.wav,sad,3,train,Ses02F,Ses02
2398,Ses02F_script02_1_F009.wav,frustrated,4,train,Ses02F,Ses02
2399,Ses02F_script02_1_F010.wav,frustrated,4,train,Ses02F,Ses02
2400,Ses02F_script02_1_F011.wav,frustrated,4,train,Ses02F,Ses02
2401,Ses02F_script02_1_F012.wav,frustrated,4,train,Ses02F,Ses02
2402,Ses02F_script02_1_F013.wav,frustrated,4,train,Ses02F,Ses02
2403,Ses02F_script02_1_F014.wav,frustrated,4,train,Ses02F,Ses02
2404,Ses02F_script02_1_F015.wav,frustrated,4,train,Ses02F,Ses02
2405,Ses02F_script02_1_F016.wav,frustrated,4,train,Ses02F,Ses02
2406,Ses02F_script02_1_F017.wav,sad,3,train,Ses02F,Ses02
2407,Ses02F_script02_1_F018.wav,frustrated,4,train,Ses02F,Ses02
2408,Ses02F_script02_1_F019.wav,neutral,2,train,Ses02F,Ses02
2409,Ses02F_script02_1_F020.wav,sad,3,train,Ses02F,Ses02
2410,Ses02F_script02_1_F021.wav,neutral,2,train,Ses02F,Ses02
2411,Ses02F_script02_1_F022.wav,frustrated,4,train,Ses02F,Ses02
2412,Ses02F_script02_1_M000.wav,happy,1,train,Ses02F,Ses02
2413,Ses02F_script02_1_M001.wav,happy,1,train,Ses02F,Ses02
2414,Ses02F_script02_1_M002.wav,happy,1,train,Ses02F,Ses02
2415,Ses02F_script02_1_M003.wav,happy,1,train,Ses02F,Ses02
2416,Ses02F_script02_1_M004.wav,happy,1,train,Ses02F,Ses02
2417,Ses02F_script02_1_M005.wav,happy,1,train,Ses02F,Ses02
2418,Ses02F_script02_1_M006.wav,happy,1,train,Ses02F,Ses02
2419,Ses02F_script02_1_M007.wav,frustrated,4,train,Ses02F,Ses02
2420,Ses02F_script02_1_M008.wav,frustrated,4,train,Ses02F,Ses02
2421,Ses02F_script02_1_M009.wav,neutral,2,train,Ses02F,Ses02
2422,Ses02F_script02_1_M010.wav,neutral,2,train,Ses02F,Ses02
2423,Ses02F_script02_1_M011.wav,frustrated,4,train,Ses02F,Ses02
2424,Ses02F_script02_1_M012.wav,neutral,2,train,Ses02F,Ses02
2425,Ses02F_script02_1_M013.wav,neutral,2,train,Ses02F,Ses02
2426,Ses02F_script02_1_M014.wav,happy,1,train,Ses02F,Ses02
2427,Ses02F_script02_1_M015.wav,happy,1,train,Ses02F,Ses02
2428,Ses02F_script02_1_M016.wav,happy,1,train,Ses02F,Ses02
2429,Ses02F_script02_1_M017.wav,neutral,2,train,Ses02F,Ses02
2430,Ses02F_script02_1_M018.wav,frustrated,4,train,Ses02F,Ses02
2431,Ses02F_script02_1_M019.wav,neutral,2,train,Ses02F,Ses02
2432,Ses02F_script02_1_M020.wav,neutral,2,train,Ses02F,Ses02
2433,Ses02F_script02_1_M021.wav,neutral,2,train,Ses02F,Ses02
2434,Ses02F_script02_1_M022.wav,frustrated,4,train,Ses02F,Ses02
2435,Ses02F_script02_1_M023.wav,frustrated,4,train,Ses02F,Ses02
2436,Ses02F_script02_1_M024.wav,happy,1,train,Ses02F,Ses02
2437,Ses02F_script02_1_M025.wav,happy,1,train,Ses02F,Ses02
2438,Ses02F_script02_1_M026.wav,happy,1,train,Ses02F,Ses02
2439,Ses02F_script02_1_M027.wav,frustrated,4,train,Ses02F,Ses02
2440,Ses02F_script02_1_M028.wav,happy,1,train,Ses02F,Ses02
2441,Ses02F_script02_1_M029.wav,frustrated,4,train,Ses02F,Ses02
2442,Ses02F_script02_1_M030.wav,happy,1,train,Ses02F,Ses02
2443,Ses02F_script02_1_M031.wav,neutral,2,train,Ses02F,Ses02
2444,Ses02F_script02_1_M032.wav,frustrated,4,train,Ses02F,Ses02
2445,Ses02F_script02_1_M033.wav,neutral,2,train,Ses02F,Ses02
2446,Ses02F_script02_1_M034.wav,frustrated,4,train,Ses02F,Ses02
2447,Ses02F_script02_1_M035.wav,happy,1,train,Ses02F,Ses02
2448,Ses02F_script02_1_M036.wav,happy,1,train,Ses02F,Ses02
2449,Ses02F_script02_1_M037.wav,frustrated,4,train,Ses02F,Ses02
2450,Ses02F_script02_1_M038.wav,frustrated,4,train,Ses02F,Ses02
2451,Ses02F_script02_1_M039.wav,happy,1,train,Ses02F,Ses02
2452,Ses02F_script02_1_M040.wav,happy,1,train,Ses02F,Ses02
2453,Ses02F_script02_1_M041.wav,happy,1,train,Ses02F,Ses02
2454,Ses02F_script02_1_M042.wav,happy,1,train,Ses02F,Ses02
2455,Ses02F_script02_1_M043.wav,neutral,2,train,Ses02F,Ses02
2456,Ses02F_script02_1_M044.wav,neutral,2,train,Ses02F,Ses02
2457,Ses02F_script02_2_F000.wav,neutral,2,train,Ses02F,Ses02
2458,Ses02F_script02_2_F001.wav,frustrated,4,train,Ses02F,Ses02
2459,Ses02F_script02_2_F002.wav,frustrated,4,train,Ses02F,Ses02
2460,Ses02F_script02_2_F003.wav,frustrated,4,train,Ses02F,Ses02
2461,Ses02F_script02_2_F004.wav,frustrated,4,train,Ses02F,Ses02
2462,Ses02F_script02_2_F005.wav,angry,0,train,Ses02F,Ses02
2463,Ses02F_script02_2_F006.wav,angry,0,train,Ses02F,Ses02
2464,Ses02F_script02_2_F007.wav,frustrated,4,train,Ses02F,Ses02
2465,Ses02F_script02_2_F008.wav,frustrated,4,train,Ses02F,Ses02
2466,Ses02F_script02_2_F009.wav,frustrated,4,train,Ses02F,Ses02
2467,Ses02F_script02_2_F010.wav,frustrated,4,train,Ses02F,Ses02
2468,Ses02F_script02_2_F011.wav,angry,0,train,Ses02F,Ses02
2469,Ses02F_script02_2_F012.wav,frustrated,4,train,Ses02F,Ses02
2470,Ses02F_script02_2_F013.wav,frustrated,4,train,Ses02F,Ses02
2471,Ses02F_script02_2_F014.wav,frustrated,4,train,Ses02F,Ses02
2472,Ses02F_script02_2_F015.wav,sad,3,train,Ses02F,Ses02
2473,Ses02F_script02_2_F016.wav,sad,3,train,Ses02F,Ses02
2474,Ses02F_script02_2_F017.wav,sad,3,train,Ses02F,Ses02
2475,Ses02F_script02_2_F018.wav,sad,3,train,Ses02F,Ses02
2476,Ses02F_script02_2_F019.wav,sad,3,train,Ses02F,Ses02
2477,Ses02F_script02_2_F020.wav,sad,3,train,Ses02F,Ses02
2478,Ses02F_script02_2_F021.wav,sad,3,train,Ses02F,Ses02
2479,Ses02F_script02_2_F022.wav,sad,3,train,Ses02F,Ses02
2480,Ses02F_script02_2_F023.wav,sad,3,train,Ses02F,Ses02
2481,Ses02F_script02_2_F024.wav,sad,3,train,Ses02F,Ses02
2482,Ses02F_script02_2_F025.wav,frustrated,4,train,Ses02F,Ses02
2483,Ses02F_script02_2_F026.wav,frustrated,4,train,Ses02F,Ses02
2484,Ses02F_script02_2_F027.wav,frustrated,4,train,Ses02F,Ses02
2485,Ses02F_script02_2_F028.wav,frustrated,4,train,Ses02F,Ses02
2486,Ses02F_script02_2_F029.wav,angry,0,train,Ses02F,Ses02
2487,Ses02F_script02_2_F030.wav,frustrated,4,train,Ses02F,Ses02
2488,Ses02F_script02_2_F031.wav,sad,3,train,Ses02F,Ses02
2489,Ses02F_script02_2_F032.wav,sad,3,train,Ses02F,Ses02
2490,Ses02F_script02_2_F033.wav,sad,3,train,Ses02F,Ses02
2491,Ses02F_script02_2_F034.wav,sad,3,train,Ses02F,Ses02
2492,Ses02F_script02_2_F035.wav,sad,3,train,Ses02F,Ses02
2493,Ses02F_script02_2_F036.wav,sad,3,train,Ses02F,Ses02
2494,Ses02F_script02_2_F037.wav,happy,1,train,Ses02F,Ses02
2495,Ses02F_script02_2_F038.wav,sad,3,train,Ses02F,Ses02
2496,Ses02F_script02_2_F039.wav,happy,1,train,Ses02F,Ses02
2497,Ses02F_script02_2_F040.wav,happy,1,train,Ses02F,Ses02
2498,Ses02F_script02_2_F041.wav,happy,1,train,Ses02F,Ses02
2499,Ses02F_script02_2_F042.wav,happy,1,train,Ses02F,Ses02
2500,Ses02F_script02_2_F043.wav,happy,1,train,Ses02F,Ses02
2501,Ses02F_script02_2_F044.wav,sad,3,train,Ses02F,Ses02
2502,Ses02F_script02_2_F045.wav,happy,1,train,Ses02F,Ses02
2503,Ses02F_script02_2_M000.wav,happy,1,train,Ses02F,Ses02
2504,Ses02F_script02_2_M001.wav,neutral,2,train,Ses02F,Ses02
2505,Ses02F_script02_2_M002.wav,neutral,2,train,Ses02F,Ses02
2506,Ses02F_script02_2_M003.wav,neutral,2,train,Ses02F,Ses02
2507,Ses02F_script02_2_M004.wav,frustrated,4,train,Ses02F,Ses02
2508,Ses02F_script02_2_M005.wav,neutral,2,train,Ses02F,Ses02
2509,Ses02F_script02_2_M006.wav,frustrated,4,train,Ses02F,Ses02
2510,Ses02F_script02_2_M007.wav,neutral,2,train,Ses02F,Ses02
2511,Ses02F_script02_2_M008.wav,frustrated,4,train,Ses02F,Ses02
2512,Ses02F_script02_2_M009.wav,neutral,2,train,Ses02F,Ses02
2513,Ses02F_script02_2_M010.wav,neutral,2,train,Ses02F,Ses02
2514,Ses02F_script02_2_M011.wav,frustrated,4,train,Ses02F,Ses02
2515,Ses02F_script02_2_M012.wav,frustrated,4,train,Ses02F,Ses02
2516,Ses02F_script02_2_M013.wav,neutral,2,train,Ses02F,Ses02
2517,Ses02F_script02_2_M014.wav,frustrated,4,train,Ses02F,Ses02
2518,Ses02F_script02_2_M015.wav,frustrated,4,train,Ses02F,Ses02
2519,Ses02F_script02_2_M016.wav,neutral,2,train,Ses02F,Ses02
2520,Ses02F_script02_2_M017.wav,neutral,2,train,Ses02F,Ses02
2521,Ses02F_script02_2_M018.wav,neutral,2,train,Ses02F,Ses02
2522,Ses02F_script02_2_M019.wav,neutral,2,train,Ses02F,Ses02
2523,Ses02F_script02_2_M020.wav,neutral,2,train,Ses02F,Ses02
2524,Ses02F_script02_2_M021.wav,neutral,2,train,Ses02F,Ses02
2525,Ses02F_script02_2_M022.wav,neutral,2,train,Ses02F,Ses02
2526,Ses02F_script02_2_M023.wav,neutral,2,train,Ses02F,Ses02
2527,Ses02F_script02_2_M024.wav,frustrated,4,train,Ses02F,Ses02
2528,Ses02F_script02_2_M025.wav,frustrated,4,train,Ses02F,Ses02
2529,Ses02F_script02_2_M026.wav,frustrated,4,train,Ses02F,Ses02
2530,Ses02F_script02_2_M027.wav,frustrated,4,train,Ses02F,Ses02
2531,Ses02F_script02_2_M028.wav,frustrated,4,train,Ses02F,Ses02
2532,Ses02F_script02_2_M029.wav,angry,0,train,Ses02F,Ses02
2533,Ses02F_script02_2_M030.wav,angry,0,train,Ses02F,Ses02
2534,Ses02F_script02_2_M031.wav,sad,3,train,Ses02F,Ses02
2535,Ses02F_script02_2_M032.wav,frustrated,4,train,Ses02F,Ses02
2536,Ses02F_script02_2_M033.wav,neutral,2,train,Ses02F,Ses02
2537,Ses02F_script02_2_M034.wav,neutral,2,train,Ses02F,Ses02
2538,Ses02F_script02_2_M035.wav,sad,3,train,Ses02F,Ses02
2539,Ses02F_script02_2_M036.wav,sad,3,train,Ses02F,Ses02
2540,Ses02F_script02_2_M037.wav,sad,3,train,Ses02F,Ses02
2541,Ses02F_script02_2_M038.wav,sad,3,train,Ses02F,Ses02
2543,Ses02F_script02_2_M040.wav,happy,1,train,Ses02F,Ses02
2544,Ses02F_script02_2_M041.wav,happy,1,train,Ses02F,Ses02
2545,Ses02F_script02_2_M042.wav,happy,1,train,Ses02F,Ses02
2546,Ses02F_script02_2_M043.wav,happy,1,train,Ses02F,Ses02
2547,Ses02F_script02_2_M044.wav,happy,1,train,Ses02F,Ses02
2548,Ses02F_script02_2_M045.wav,happy,1,train,Ses02F,Ses02
2549,Ses02F_script02_2_M046.wav,happy,1,train,Ses02F,Ses02
2553,Ses02F_script03_1_F003.wav,happy,1,train,Ses02F,Ses02
2554,Ses02F_script03_1_F004.wav,happy,1,train,Ses02F,Ses02
2555,Ses02F_script03_1_F005.wav,happy,1,train,Ses02F,Ses02
2556,Ses02F_script03_1_F006.wav,happy,1,train,Ses02F,Ses02
2557,Ses02F_script03_1_F007.wav,happy,1,train,Ses02F,Ses02
2558,Ses02F_script03_1_F008.wav,happy,1,train,Ses02F,Ses02
2559,Ses02F_script03_1_F009.wav,happy,1,train,Ses02F,Ses02
2560,Ses02F_script03_1_F010.wav,happy,1,train,Ses02F,Ses02
2561,Ses02F_script03_1_F011.wav,happy,1,train,Ses02F,Ses02
2562,Ses02F_script03_1_F012.wav,neutral,2,train,Ses02F,Ses02
2563,Ses02F_script03_1_F013.wav,neutral,2,train,Ses02F,Ses02
2564,Ses02F_script03_1_F014.wav,neutral,2,train,Ses02F,Ses02
2565,Ses02F_script03_1_F015.wav,neutral,2,train,Ses02F,Ses02
2566,Ses02F_script03_1_F016.wav,neutral,2,train,Ses02F,Ses02
2567,Ses02F_script03_1_F017.wav,neutral,2,train,Ses02F,Ses02
2568,Ses02F_script03_1_F018.wav,happy,1,train,Ses02F,Ses02
2569,Ses02F_script03_1_F019.wav,happy,1,train,Ses02F,Ses02
2570,Ses02F_script03_1_F020.wav,happy,1,train,Ses02F,Ses02
2571,Ses02F_script03_1_F021.wav,happy,1,train,Ses02F,Ses02
2572,Ses02F_script03_1_F022.wav,happy,1,train,Ses02F,Ses02
2573,Ses02F_script03_1_F023.wav,happy,1,train,Ses02F,Ses02
2574,Ses02F_script03_1_F024.wav,happy,1,train,Ses02F,Ses02
2575,Ses02F_script03_1_F025.wav,happy,1,train,Ses02F,Ses02
2576,Ses02F_script03_1_F026.wav,happy,1,train,Ses02F,Ses02
2577,Ses02F_script03_1_F027.wav,neutral,2,train,Ses02F,Ses02
2578,Ses02F_script03_1_F028.wav,happy,1,train,Ses02F,Ses02
2579,Ses02F_script03_1_F029.wav,happy,1,train,Ses02F,Ses02
2582,Ses02F_script03_1_M001.wav,neutral,2,train,Ses02F,Ses02
2583,Ses02F_script03_1_M002.wav,happy,1,train,Ses02F,Ses02
2584,Ses02F_script03_1_M003.wav,happy,1,train,Ses02F,Ses02
2585,Ses02F_script03_1_M004.wav,neutral,2,train,Ses02F,Ses02
2586,Ses02F_script03_1_M005.wav,neutral,2,train,Ses02F,Ses02
2587,Ses02F_script03_1_M006.wav,happy,1,train,Ses02F,Ses02
2588,Ses02F_script03_1_M007.wav,neutral,2,train,Ses02F,Ses02
2589,Ses02F_script03_1_M008.wav,neutral,2,train,Ses02F,Ses02
2590,Ses02F_script03_1_M009.wav,neutral,2,train,Ses02F,Ses02
2591,Ses02F_script03_1_M010.wav,neutral,2,train,Ses02F,Ses02
2592,Ses02F_script03_1_M011.wav,happy,1,train,Ses02F,Ses02
2593,Ses02F_script03_1_M012.wav,neutral,2,train,Ses02F,Ses02
2594,Ses02F_script03_1_M013.wav,neutral,2,train,Ses02F,Ses02
2595,Ses02F_script03_1_M014.wav,neutral,2,train,Ses02F,Ses02
2596,Ses02F_script03_1_M015.wav,neutral,2,train,Ses02F,Ses02
2597,Ses02F_script03_1_M016.wav,neutral,2,train,Ses02F,Ses02
2598,Ses02F_script03_1_M017.wav,neutral,2,train,Ses02F,Ses02
2599,Ses02F_script03_1_M018.wav,neutral,2,train,Ses02F,Ses02
2600,Ses02F_script03_1_M019.wav,happy,1,train,Ses02F,Ses02
2601,Ses02F_script03_1_M020.wav,happy,1,train,Ses02F,Ses02
2602,Ses02F_script03_1_M021.wav,neutral,2,train,Ses02F,Ses02
2603,Ses02F_script03_1_M022.wav,happy,1,train,Ses02F,Ses02
2604,Ses02F_script03_1_M023.wav,happy,1,train,Ses02F,Ses02
2605,Ses02F_script03_1_M024.wav,neutral,2,train,Ses02F,Ses02
2606,Ses02F_script03_1_M025.wav,neutral,2,train,Ses02F,Ses02
2607,Ses02F_script03_1_M026.wav,neutral,2,train,Ses02F,Ses02
2608,Ses02F_script03_1_M027.wav,happy,1,train,Ses02F,Ses02
2609,Ses02F_script03_1_M028.wav,neutral,2,train,Ses02F,Ses02
2610,Ses02F_script03_1_M029.wav,neutral,2,train,Ses02F,Ses02
2611,Ses02F_script03_1_M030.wav,happy,1,train,Ses02F,Ses02
2612,Ses02F_script03_1_M031.wav,neutral,2,train,Ses02F,Ses02
2613,Ses02F_script03_1_M032.wav,happy,1,train,Ses02F,Ses02
2614,Ses02F_script03_1_M033.wav,neutral,2,train,Ses02F,Ses02
2615,Ses02F_script03_1_M034.wav,neutral,2,train,Ses02F,Ses02
2616,Ses02F_script03_2_F000.wav,happy,1,train,Ses02F,Ses02
2617,Ses02F_script03_2_F001.wav,happy,1,train,Ses02F,Ses02
2618,Ses02F_script03_2_F002.wav,happy,1,train,Ses02F,Ses02
2620,Ses02F_script03_2_F004.wav,happy,1,train,Ses02F,Ses02
2622,Ses02F_script03_2_F006.wav,happy,1,train,Ses02F,Ses02
2623,Ses02F_script03_2_F007.wav,neutral,2,train,Ses02F,Ses02
2624,Ses02F_script03_2_F008.wav,happy,1,train,Ses02F,Ses02
2625,Ses02F_script03_2_F009.wav,frustrated,4,train,Ses02F,Ses02
2626,Ses02F_script03_2_F010.wav,frustrated,4,train,Ses02F,Ses02
2627,Ses02F_script03_2_F011.wav,neutral,2,train,Ses02F,Ses02
2628,Ses02F_script03_2_F012.wav,neutral,2,train,Ses02F,Ses02
2629,Ses02F_script03_2_F013.wav,angry,0,train,Ses02F,Ses02
2630,Ses02F_script03_2_F014.wav,angry,0,train,Ses02F,Ses02
2631,Ses02F_script03_2_F015.wav,happy,1,train,Ses02F,Ses02
2632,Ses02F_script03_2_F016.wav,happy,1,train,Ses02F,Ses02
2633,Ses02F_script03_2_F017.wav,frustrated,4,train,Ses02F,Ses02
2634,Ses02F_script03_2_F018.wav,angry,0,train,Ses02F,Ses02
2635,Ses02F_script03_2_F019.wav,frustrated,4,train,Ses02F,Ses02
2636,Ses02F_script03_2_F020.wav,angry,0,train,Ses02F,Ses02
2637,Ses02F_script03_2_F021.wav,frustrated,4,train,Ses02F,Ses02
2638,Ses02F_script03_2_F022.wav,frustrated,4,train,Ses02F,Ses02
2639,Ses02F_script03_2_F023.wav,frustrated,4,train,Ses02F,Ses02
2640,Ses02F_script03_2_F024.wav,frustrated,4,train,Ses02F,Ses02
2641,Ses02F_script03_2_F025.wav,angry,0,train,Ses02F,Ses02
2642,Ses02F_script03_2_F026.wav,frustrated,4,train,Ses02F,Ses02
2643,Ses02F_script03_2_F027.wav,frustrated,4,train,Ses02F,Ses02
2644,Ses02F_script03_2_F028.wav,frustrated,4,train,Ses02F,Ses02
2645,Ses02F_script03_2_F029.wav,angry,0,train,Ses02F,Ses02
2646,Ses02F_script03_2_F030.wav,frustrated,4,train,Ses02F,Ses02
2647,Ses02F_script03_2_F031.wav,angry,0,train,Ses02F,Ses02
2648,Ses02F_script03_2_F032.wav,frustrated,4,train,Ses02F,Ses02
2649,Ses02F_script03_2_F033.wav,frustrated,4,train,Ses02F,Ses02
2650,Ses02F_script03_2_F034.wav,angry,0,train,Ses02F,Ses02
2651,Ses02F_script03_2_F035.wav,angry,0,train,Ses02F,Ses02
2652,Ses02F_script03_2_F036.wav,angry,0,train,Ses02F,Ses02
2653,Ses02F_script03_2_F037.wav,angry,0,train,Ses02F,Ses02
2654,Ses02F_script03_2_F038.wav,angry,0,train,Ses02F,Ses02
2655,Ses02F_script03_2_F039.wav,angry,0,train,Ses02F,Ses02
2656,Ses02F_script03_2_F040.wav,angry,0,train,Ses02F,Ses02
2657,Ses02F_script03_2_F041.wav,angry,0,train,Ses02F,Ses02
2658,Ses02F_script03_2_F042.wav,angry,0,train,Ses02F,Ses02
2659,Ses02F_script03_2_F043.wav,angry,0,train,Ses02F,Ses02
2660,Ses02F_script03_2_M000.wav,neutral,2,train,Ses02F,Ses02
2661,Ses02F_script03_2_M001.wav,neutral,2,train,Ses02F,Ses02
2662,Ses02F_script03_2_M002.wav,frustrated,4,train,Ses02F,Ses02
2663,Ses02F_script03_2_M003.wav,frustrated,4,train,Ses02F,Ses02
2664,Ses02F_script03_2_M004.wav,frustrated,4,train,Ses02F,Ses02
2665,Ses02F_script03_2_M005.wav,frustrated,4,train,Ses02F,Ses02
2666,Ses02F_script03_2_M006.wav,angry,0,train,Ses02F,Ses02
2667,Ses02F_script03_2_M007.wav,angry,0,train,Ses02F,Ses02
2668,Ses02F_script03_2_M008.wav,happy,1,train,Ses02F,Ses02
2669,Ses02F_script03_2_M009.wav,neutral,2,train,Ses02F,Ses02
2670,Ses02F_script03_2_M010.wav,frustrated,4,train,Ses02F,Ses02
2671,Ses02F_script03_2_M011.wav,neutral,2,train,Ses02F,Ses02
2672,Ses02F_script03_2_M012.wav,frustrated,4,train,Ses02F,Ses02
2673,Ses02F_script03_2_M013.wav,angry,0,train,Ses02F,Ses02
2674,Ses02F_script03_2_M014.wav,happy,1,train,Ses02F,Ses02
2675,Ses02F_script03_2_M015.wav,frustrated,4,train,Ses02F,Ses02
2676,Ses02F_script03_2_M016.wav,happy,1,train,Ses02F,Ses02
2677,Ses02F_script03_2_M017.wav,happy,1,train,Ses02F,Ses02
2678,Ses02F_script03_2_M018.wav,frustrated,4,train,Ses02F,Ses02
2679,Ses02F_script03_2_M019.wav,frustrated,4,train,Ses02F,Ses02
2680,Ses02F_script03_2_M020.wav,frustrated,4,train,Ses02F,Ses02
2681,Ses02F_script03_2_M021.wav,frustrated,4,train,Ses02F,Ses02
2682,Ses02F_script03_2_M022.wav,frustrated,4,train,Ses02F,Ses02
2683,Ses02F_script03_2_M023.wav,frustrated,4,train,Ses02F,Ses02
2684,Ses02F_script03_2_M024.wav,happy,1,train,Ses02F,Ses02
2685,Ses02F_script03_2_M025.wav,frustrated,4,train,Ses02F,Ses02
2686,Ses02F_script03_2_M026.wav,frustrated,4,train,Ses02F,Ses02
2687,Ses02F_script03_2_M027.wav,angry,0,train,Ses02F,Ses02
2688,Ses02F_script03_2_M028.wav,frustrated,4,train,Ses02F,Ses02
2689,Ses02F_script03_2_M029.wav,frustrated,4,train,Ses02F,Ses02
2690,Ses02F_script03_2_M030.wav,angry,0,train,Ses02F,Ses02
2692,Ses02F_script03_2_M032.wav,frustrated,4,train,Ses02F,Ses02
2693,Ses02F_script03_2_M033.wav,frustrated,4,train,Ses02F,Ses02
2694,Ses02F_script03_2_M034.wav,frustrated,4,train,Ses02F,Ses02
2695,Ses02F_script03_2_M035.wav,frustrated,4,train,Ses02F,Ses02
2696,Ses02F_script03_2_M036.wav,angry,0,train,Ses02F,Ses02
2697,Ses02F_script03_2_M037.wav,angry,0,train,Ses02F,Ses02
2698,Ses02F_script03_2_M038.wav,angry,0,train,Ses02F,Ses02
2699,Ses02F_script03_2_M039.wav,angry,0,train,Ses02F,Ses02
2700,Ses02F_script03_2_M040.wav,frustrated,4,train,Ses02F,Ses02
2701,Ses02F_script03_2_M041.wav,angry,0,train,Ses02F,Ses02
2702,Ses02F_script03_2_M042.wav,angry,0,train,Ses02F,Ses02
2703,Ses02F_script03_2_M043.wav,angry,0,train,Ses02F,Ses02
2704,Ses02F_script03_2_M044.wav,angry,0,train,Ses02F,Ses02
2705,Ses02F_script03_2_M045.wav,angry,0,train,Ses02F,Ses02
2706,Ses02F_script03_2_M046.wav,angry,0,train,Ses02F,Ses02
2707,Ses02F_script03_2_M047.wav,angry,0,train,Ses02F,Ses02
2708,Ses02M_impro01_F000.wav,neutral,2,train,Ses02M,Ses02
2709,Ses02M_impro01_F001.wav,neutral,2,train,Ses02M,Ses02
2710,Ses02M_impro01_F002.wav,neutral,2,train,Ses02M,Ses02
2711,Ses02M_impro01_F003.wav,neutral,2,train,Ses02M,Ses02
2712,Ses02M_impro01_F004.wav,neutral,2,train,Ses02M,Ses02
2713,Ses02M_impro01_F005.wav,neutral,2,train,Ses02M,Ses02
2714,Ses02M_impro01_F006.wav,neutral,2,train,Ses02M,Ses02
2715,Ses02M_impro01_F007.wav,frustrated,4,train,Ses02M,Ses02
2716,Ses02M_impro01_F008.wav,frustrated,4,train,Ses02M,Ses02
2717,Ses02M_impro01_F009.wav,frustrated,4,train,Ses02M,Ses02
2718,Ses02M_impro01_F010.wav,frustrated,4,train,Ses02M,Ses02
2719,Ses02M_impro01_F011.wav,frustrated,4,train,Ses02M,Ses02
2720,Ses02M_impro01_F012.wav,frustrated,4,train,Ses02M,Ses02
2721,Ses02M_impro01_F013.wav,frustrated,4,train,Ses02M,Ses02
2722,Ses02M_impro01_F014.wav,frustrated,4,train,Ses02M,Ses02
2723,Ses02M_impro01_F015.wav,neutral,2,train,Ses02M,Ses02
2724,Ses02M_impro01_F016.wav,neutral,2,train,Ses02M,Ses02
2725,Ses02M_impro01_F017.wav,frustrated,4,train,Ses02M,Ses02
2726,Ses02M_impro01_F018.wav,frustrated,4,train,Ses02M,Ses02
2727,Ses02M_impro01_F019.wav,frustrated,4,train,Ses02M,Ses02
2728,Ses02M_impro01_F020.wav,frustrated,4,train,Ses02M,Ses02
2729,Ses02M_impro01_F021.wav,frustrated,4,train,Ses02M,Ses02
2730,Ses02M_impro01_F022.wav,frustrated,4,train,Ses02M,Ses02
2731,Ses02M_impro01_F023.wav,frustrated,4,train,Ses02M,Ses02
2732,Ses02M_impro01_F024.wav,frustrated,4,train,Ses02M,Ses02
2733,Ses02M_impro01_M000.wav,frustrated,4,train,Ses02M,Ses02
2734,Ses02M_impro01_M001.wav,neutral,2,train,Ses02M,Ses02
2735,Ses02M_impro01_M002.wav,neutral,2,train,Ses02M,Ses02
2736,Ses02M_impro01_M003.wav,neutral,2,train,Ses02M,Ses02
2737,Ses02M_impro01_M004.wav,neutral,2,train,Ses02M,Ses02
2738,Ses02M_impro01_M005.wav,neutral,2,train,Ses02M,Ses02
2739,Ses02M_impro01_M006.wav,frustrated,4,train,Ses02M,Ses02
