orig_idx,file,emotion,label_id,split
6425,Ses04F_script01_1_M044.wav,angry,0,train
1707,Ses01M_script03_1_M017.wav,happy,1,train
2476,Ses02F_script02_2_F019.wav,sad,3,train
1842,Ses02F_impro01_F023.wav,frustrated,4,train
1297,Ses01M_script01_1_F019.wav,frustrated,4,train
4206,Ses03F_script01_3_F017.wav,frustrated,4,train
8260,Ses05F_impro05_F040.wav,frustrated,4,train
3659,Ses03F_impro02_F005.wav,happy,1,train
288,Ses01F_impro06_M001.wav,neutral,2,train
9655,Ses05M_script01_2_F015.wav,angry,0,train
4567,Ses03F_script03_2_M024.wav,angry,0,train
8422,Ses05F_impro07_M006.wav,happy,1,train
3289,Ses02M_script01_3_M014.wav,happy,1,train
3887,Ses03F_impro06_F029.wav,sad,3,train
8029,Ses05F_impro03_F030.wav,happy,1,train
2233,Ses02F_script01_1_F039.wav,frustrated,4,train
3020,Ses02M_impro07_F025.wav,happy,1,train
8696,Ses05F_script01_3_M030.wav,sad,3,train
1635,Ses01M_script02_2_M042.wav,sad,3,train
3500,Ses02M_script03_1_F025.wav,happy,1,train
4897,Ses03M_impro05a_F018.wav,angry,0,train
2479,Ses02F_script02_2_F022.wav,sad,3,train
217,Ses01F_impro05_F026.wav,angry,0,train
8126,Ses05F_impro03_M066.wav,happy,1,train
9602,Ses05M_script01_1b_M004.wav,sad,3,train
4835,Ses03M_impro04_F031.wav,neutral,2,train
9819,Ses05M_script02_2_F018.wav,sad,3,train
6871,Ses04M_impro01_F000.wav,neutral,2,train
3449,Ses02M_script02_2_M021.wav,neutral,2,train
8911,Ses05F_script03_2_F000.wav,neutral,2,train
2773,Ses02M_impro02_M002.wav,sad,3,train
635,Ses01F_script02_2_F025.wav,frustrated,4,train
7074,Ses04M_impro04_M011.wav,frustrated,4,train
8195,Ses05F_impro04_M019.wav,frustrated,4,train
3915,Ses03F_impro07_F004.wav,happy,1,train
1967,Ses02F_impro04_F014.wav,frustrated,4,train
8496,Ses05F_impro08_M009.wav,frustrated,4,train
9931,Ses05M_script03_1_M018.wav,happy,1,train
889,Ses01M_impro01_F028.wav,frustrated,4,train
215,Ses01F_impro05_F024.wav,angry,0,train
9673,Ses05M_script01_2_M015.wav,angry,0,train
2639,Ses02F_script03_2_F023.wav,frustrated,4,train
6415,Ses04F_script01_1_M034.wav,angry,0,train
7587,Ses04M_script02_1_M008.wav,happy,1,train
3696,Ses03F_impro02_F042.wav,sad,3,train
6310,Ses04F_impro08_M006.wav,frustrated,4,train
6811,Ses04F_script03_2_F031.wav,angry,0,train
3753,Ses03F_impro03_F023.wav,happy,1,train
1762,Ses01M_script03_2_F029.wav,angry,0,train
3088,Ses02M_impro08_F030.wav,happy,1,train
3075,Ses02M_impro08_F017.wav,frustrated,4,train
1328,Ses01M_script01_1_M006.wav,sad,3,train
5890,Ses04F_impro03_F023.wav,frustrated,4,train
3996,Ses03F_impro08_F013.wav,neutral,2,train
6295,Ses04F_impro08_F017.wav,frustrated,4,train
3744,Ses03F_impro03_F014.wav,happy,1,train
9303,Ses05M_impro06_F009.wav,sad,3,train
5994,Ses04F_impro04_F023.wav,frustrated,4,train
1641,Ses01M_script02_2_M048.wav,happy,1,train
4851,Ses03M_impro04_M014.wav,neutral,2,train
6775,Ses04F_script03_1_M032.wav,happy,1,train
6509,Ses04F_script01_3_M010.wav,happy,1,train
2885,Ses02M_impro04_M016.wav,frustrated,4,train
2887,Ses02M_impro04_M018.wav,frustrated,4,train
3118,Ses02M_impro08_M029.wav,neutral,2,train
5893,Ses04F_impro03_F026.wav,frustrated,4,train
9770,Ses05M_script02_1_M003.wav,happy,1,train
7501,Ses04M_script01_3_F010.wav,happy,1,train
1031,Ses01M_impro04_F004.wav,neutral,2,train
8249,Ses05F_impro05_F029.wav,frustrated,4,train
2211,Ses02F_script01_1_F017.wav,sad,3,train
3998,Ses03F_impro08_F015.wav,neutral,2,train
3238,Ses02M_script01_2_M011.wav,frustrated,4,train
5177,Ses03M_impro08b_F003.wav,frustrated,4,train
3746,Ses03F_impro03_F016.wav,happy,1,train
5211,Ses03M_impro08b_M012.wav,neutral,2,train
9571,Ses05M_script01_1b_F012.wav,frustrated,4,train
6168,Ses04F_impro07_F057.wav,happy,1,train
8205,Ses05F_impro04_M029.wav,neutral,2,train
4948,Ses03M_impro05b_F009.wav,neutral,2,train
4220,Ses03F_script01_3_F031.wav,sad,3,train
7857,Ses04M_script03_2_M045.wav,angry,0,train
696,Ses01F_script02_2_M038.wav,sad,3,train
7258,Ses04M_impro07_M001.wav,happy,1,train
3153,Ses02M_script01_1_F032.wav,angry,0,train
4736,Ses03M_impro03_F016.wav,happy,1,train
6756,Ses04F_script03_1_M013.wav,happy,1,train
7130,Ses04M_impro05_M000.wav,frustrated,4,train
3618,Ses02M_script03_2_M036.wav,frustrated,4,train
1935,Ses02F_impro03_M009.wav,happy,1,train
5104,Ses03M_impro07_M021.wav,happy,1,train
7,Ses01F_impro01_F007.wav,frustrated,4,train
5373,Ses03M_script01_3_F018.wav,happy,1,train
9476,Ses05M_impro08_M026.wav,happy,1,train
4741,Ses03M_impro03_F021.wav,happy,1,train
1220,Ses01M_impro07_F011.wav,happy,1,train
6312,Ses04F_impro08_M008.wav,frustrated,4,train
3804,Ses03F_impro04_M000.wav,neutral,2,train
4374,Ses03F_script02_2_F035.wav,angry,0,train
8586,Ses05F_script01_1_M024.wav,frustrated,4,train
4384,Ses03F_script02_2_F045.wav,happy,1,train
7451,Ses04M_script01_2_F001.wav,neutral,2,train
5535,Ses03M_script02_2_F030.wav,frustrated,4,train
1673,Ses01M_script03_1_F025.wav,happy,1,train
9378,Ses05M_impro07_M005.wav,happy,1,train
8443,Ses05F_impro07_M027.wav,happy,1,train
6014,Ses04F_impro04_M009.wav,neutral,2,train
3273,Ses02M_script01_3_F027.wav,sad,3,train
2650,Ses02F_script03_2_F034.wav,angry,0,train
1713,Ses01M_script03_1_M023.wav,happy,1,train
8925,Ses05F_script03_2_F014.wav,neutral,2,train
5347,Ses03M_script01_2_M010.wav,frustrated,4,train
3836,Ses03F_impro05_F011.wav,angry,0,train
6063,Ses04F_impro05_M003.wav,frustrated,4,train
5766,Ses04F_impro01_F000.wav,happy,1,train
9646,Ses05M_script01_2_F006.wav,sad,3,train
143,Ses01F_impro04_F023.wav,frustrated,4,train
8121,Ses05F_impro03_M061.wav,happy,1,train
8450,Ses05F_impro07_M034.wav,happy,1,train
4002,Ses03F_impro08_F019.wav,frustrated,4,train
3850,Ses03F_impro05_M007.wav,frustrated,4,train
9315,Ses05M_impro06_M010.wav,sad,3,train
6597,Ses04F_script02_1_M027.wav,frustrated,4,train
9586,Ses05M_script01_1b_F027.wav,frustrated,4,train
3902,Ses03F_impro06_M008.wav,sad,3,train
8520,Ses05F_script01_1_F000.wav,sad,3,train
1124,Ses01M_impro05_M007.wav,angry,0,train
4159,Ses03F_script01_2_F011.wav,sad,3,train
43,Ses01F_impro02_F013.wav,sad,3,train
5863,Ses04F_impro02_M023.wav,frustrated,4,train
4654,Ses03M_impro02_F010.wav,frustrated,4,train
1278,Ses01M_script01_1_F000.wav,frustrated,4,train
1905,Ses02F_impro03_F010.wav,happy,1,train
1613,Ses01M_script02_2_M020.wav,neutral,2,train
8214,Ses05F_impro04_M038.wav,neutral,2,train
9889,Ses05M_script03_1_F008.wav,happy,1,train
7123,Ses04M_impro05_F036.wav,neutral,2,train
1305,Ses01M_script01_1_F027.wav,frustrated,4,train
8155,Ses05F_impro04_F026.wav,frustrated,4,train
6470,Ses04F_script01_3_F002.wav,happy,1,train
9890,Ses05M_script03_1_F009.wav,happy,1,train
7784,Ses04M_script03_2_F025.wav,frustrated,4,train
5889,Ses04F_impro03_F022.wav,frustrated,4,train
9124,Ses05M_impro03_F022.wav,happy,1,train
5593,Ses03M_script02_2_M038.wav,sad,3,train
8019,Ses05F_impro03_F020.wav,happy,1,train
8394,Ses05F_impro07_F018.wav,happy,1,train
5892,Ses04F_impro03_F025.wav,frustrated,4,train
6848,Ses04F_script03_2_M023.wav,happy,1,train
4589,Ses03M_impro01_F001.wav,neutral,2,train
25,Ses01F_impro01_M009.wav,frustrated,4,train
9268,Ses05M_impro05_F019.wav,neutral,2,train
4681,Ses03M_impro02_F037.wav,frustrated,4,train
6956,Ses04M_impro02_M006.wav,frustrated,4,train
9380,Ses05M_impro07_M007.wav,happy,1,train
5350,Ses03M_script01_2_M013.wav,frustrated,4,train
2480,Ses02F_script02_2_F023.wav,sad,3,train
868,Ses01M_impro01_F007.wav,angry,0,train
2149,Ses02F_impro08_F003.wav,neutral,2,train
1094,Ses01M_impro05_F015.wav,neutral,2,train
938,Ses01M_impro02_F012.wav,angry,0,train
2278,Ses02F_script01_1_M039.wav,angry,0,train
8749,Ses05F_script02_1_M022.wav,happy,1,train
6528,Ses04F_script01_3_M029.wav,sad,3,train
8504,Ses05F_impro08_M017.wav,frustrated,4,train
8163,Ses05F_impro04_F034.wav,frustrated,4,train
8557,Ses05F_script01_1_F037.wav,frustrated,4,train
8427,Ses05F_impro07_M011.wav,happy,1,train
1254,Ses01M_impro07_M010.wav,happy,1,train
5372,Ses03M_script01_3_F017.wav,happy,1,train
3361,Ses02M_script02_1_M025.wav,happy,1,train
4734,Ses03M_impro03_F014.wav,happy,1,train
4272,Ses03F_script02_1_F000.wav,sad,3,train
9574,Ses05M_script01_1b_F015.wav,frustrated,4,train
5426,Ses03M_script01_3_M036.wav,sad,3,train
7498,Ses04M_script01_3_F007.wav,frustrated,4,train
3582,Ses02M_script03_2_M000.wav,neutral,2,train
1813,Ses01M_script03_2_M038.wav,angry,0,train
4362,Ses03F_script02_2_F023.wav,happy,1,train
2101,Ses02F_impro07_F029.wav,happy,1,train
9120,Ses05M_impro03_F018.wav,happy,1,train
7093,Ses04M_impro05_F006.wav,neutral,2,train
4118,Ses03F_script01_1_M024.wav,angry,0,train
5520,Ses03M_script02_2_F015.wav,frustrated,4,train
846,Ses01F_script03_2_M026.wav,angry,0,train
4388,Ses03F_script02_2_F049.wav,happy,1,train
2139,Ses02F_impro07_M029.wav,happy,1,train
1850,Ses02F_impro01_M007.wav,frustrated,4,train
8785,Ses05F_script02_2_F023.wav,frustrated,4,train
657,Ses01F_script02_2_F047.wav,neutral,2,train
4226,Ses03F_script01_3_M001.wav,neutral,2,train
2276,Ses02F_script01_1_M037.wav,angry,0,train
9448,Ses05M_impro08_F027.wav,happy,1,train
5309,Ses03M_script01_1_M040.wav,angry,0,train
9,Ses01F_impro01_F009.wav,frustrated,4,train
8720,Ses05F_script02_1_F013.wav,frustrated,4,train
5769,Ses04F_impro01_F003.wav,frustrated,4,train
1104,Ses01M_impro05_F025.wav,neutral,2,train
9798,Ses05M_script02_1_M031.wav,happy,1,train
8618,Ses05F_script01_2_F015.wav,frustrated,4,train
3057,Ses02M_impro07_M032.wav,happy,1,train
847,Ses01F_script03_2_M027.wav,angry,0,train
3160,Ses02M_script01_1_F039.wav,frustrated,4,train
2775,Ses02M_impro02_M004.wav,sad,3,train
5755,Ses03M_script03_2_M036.wav,frustrated,4,train
9862,Ses05M_script02_2_M022.wav,frustrated,4,train
7660,Ses04M_script02_2_M009.wav,frustrated,4,train
5682,Ses03M_script03_2_F009.wav,sad,3,train
5357,Ses03M_script01_3_F002.wav,happy,1,train
9892,Ses05M_script03_1_F011.wav,neutral,2,train
8810,Ses05F_script02_2_M009.wav,frustrated,4,train
673,Ses01F_script02_2_M015.wav,frustrated,4,train
7768,Ses04M_script03_2_F009.wav,neutral,2,train
4547,Ses03F_script03_2_M004.wav,frustrated,4,train
1353,Ses01M_script01_1_M031.wav,frustrated,4,train
2517,Ses02F_script02_2_M014.wav,frustrated,4,train
9319,Ses05M_impro06_M014.wav,sad,3,train
9514,Ses05M_script01_1_F035.wav,angry,0,train
10004,Ses05M_script03_2_M011.wav,neutral,2,train
722,Ses01F_script03_1_F014.wav,happy,1,train
3224,Ses02M_script01_2_F015.wav,frustrated,4,train
9416,Ses05M_impro07_M043.wav,happy,1,train
6637,Ses04F_script02_2_F024.wav,sad,3,train
660,Ses01F_script02_2_M002.wav,neutral,2,train
2941,Ses02M_impro05_M018.wav,angry,0,train
3888,Ses03F_impro06_F030.wav,sad,3,train
1744,Ses01M_script03_2_F011.wav,angry,0,train
6752,Ses04F_script03_1_M009.wav,neutral,2,train
3271,Ses02M_script01_3_F025.wav,sad,3,train
10006,Ses05M_script03_2_M013.wav,frustrated,4,train
4366,Ses03F_script02_2_F027.wav,sad,3,train
9620,Ses05M_script01_1b_M022.wav,angry,0,train
8254,Ses05F_impro05_F034.wav,angry,0,train
7854,Ses04M_script03_2_M042.wav,angry,0,train
2592,Ses02F_script03_1_M011.wav,happy,1,train
3080,Ses02M_impro08_F022.wav,happy,1,train
3527,Ses02M_script03_1_M022.wav,happy,1,train
8323,Ses05F_impro06_F003.wav,sad,3,train
6684,Ses04F_script02_2_M023.wav,neutral,2,train
3688,Ses03F_impro02_F034.wav,sad,3,train
9485,Ses05M_script01_1_F006.wav,frustrated,4,train
2554,Ses02F_script03_1_F004.wav,happy,1,train
6532,Ses04F_script01_3_M033.wav,sad,3,train
6277,Ses04F_impro07_M086.wav,happy,1,train
4991,Ses03M_impro05b_M020.wav,angry,0,train
5095,Ses03M_impro07_M012.wav,happy,1,train
9240,Ses05M_impro04_M033.wav,frustrated,4,train
7963,Ses05F_impro02_M006.wav,frustrated,4,train
4232,Ses03F_script01_3_M007.wav,frustrated,4,train
1507,Ses01M_script02_1_M009.wav,neutral,2,train
5601,Ses03M_script02_2_M046.wav,happy,1,train
4577,Ses03F_script03_2_M034.wav,angry,0,train
8441,Ses05F_impro07_M025.wav,happy,1,train
1077,Ses01M_impro04_M024.wav,frustrated,4,train
2843,Ses02M_impro03_M024.wav,happy,1,train
6286,Ses04F_impro08_F008.wav,neutral,2,train
5187,Ses03M_impro08b_F013.wav,frustrated,4,train
7661,Ses04M_script02_2_M010.wav,frustrated,4,train
7656,Ses04M_script02_2_M005.wav,frustrated,4,train
4906,Ses03M_impro05a_F027.wav,frustrated,4,train
4537,Ses03F_script03_2_F038.wav,angry,0,train
2764,Ses02M_impro02_F008.wav,sad,3,train
521,Ses01F_script01_3_M021.wav,sad,3,train
8913,Ses05F_script03_2_F002.wav,frustrated,4,train
8980,Ses05F_script03_2_M027.wav,frustrated,4,train
6464,Ses04F_script01_2_M015.wav,frustrated,4,train
2009,Ses02F_impro05_F017.wav,frustrated,4,train
4730,Ses03M_impro03_F010.wav,happy,1,train
3841,Ses03F_impro05_F016.wav,angry,0,train
5321,Ses03M_script01_2_F004.wav,frustrated,4,train
6916,Ses04M_impro01_M023.wav,frustrated,4,train
1969,Ses02F_impro04_F016.wav,sad,3,train
4990,Ses03M_impro05b_M019.wav,neutral,2,train
5087,Ses03M_impro07_M004.wav,happy,1,train
2858,Ses02M_impro04_F007.wav,neutral,2,train
3661,Ses03F_impro02_F007.wav,happy,1,train
2499,Ses02F_script02_2_F042.wav,happy,1,train
8976,Ses05F_script03_2_M023.wav,frustrated,4,train
8945,Ses05F_script03_2_F034.wav,angry,0,train
9554,Ses05M_script01_1_M036.wav,angry,0,train
2285,Ses02F_script01_2_F001.wav,frustrated,4,train
6095,Ses04F_impro06_F010.wav,sad,3,train
10014,Ses05M_script03_2_M021.wav,frustrated,4,train
3444,Ses02M_script02_2_M016.wav,neutral,2,train
3670,Ses03F_impro02_F016.wav,frustrated,4,train
5050,Ses03M_impro06_M024.wav,sad,3,train
3822,Ses03F_impro04_M018.wav,neutral,2,train
9160,Ses05M_impro03_M026.wav,happy,1,train
4394,Ses03F_script02_2_M002.wav,frustrated,4,train
4191,Ses03F_script01_3_F002.wav,happy,1,train
4462,Ses03F_script03_1_F024.wav,happy,1,train
2605,Ses02F_script03_1_M024.wav,neutral,2,train
3356,Ses02M_script02_1_M020.wav,happy,1,train
5374,Ses03M_script01_3_F019.wav,happy,1,train
5038,Ses03M_impro06_M012.wav,sad,3,train
4261,Ses03F_script01_3_M036.wav,sad,3,train
4637,Ses03M_impro01_M023.wav,angry,0,train
5975,Ses04F_impro04_F004.wav,frustrated,4,train
6577,Ses04F_script02_1_M007.wav,frustrated,4,train
711,Ses01F_script03_1_F003.wav,happy,1,train
1683,Ses01M_script03_1_F035.wav,happy,1,train
4488,Ses03F_script03_1_M021.wav,happy,1,train
6607,Ses04F_script02_1_M037.wav,happy,1,train
9941,Ses05M_script03_1_M028.wav,happy,1,train
2074,Ses02F_impro07_F002.wav,happy,1,train
9659,Ses05M_script01_2_M001.wav,neutral,2,train
1770,Ses01M_script03_2_F037.wav,angry,0,train
6898,Ses04M_impro01_M005.wav,frustrated,4,train
6482,Ses04F_script01_3_F014.wav,happy,1,train
1204,Ses01M_impro06_M026.wav,sad,3,train
5258,Ses03M_script01_1_F036.wav,angry,0,train
8390,Ses05F_impro07_F014.wav,happy,1,train
1555,Ses01M_script02_2_F010.wav,angry,0,train
2223,Ses02F_script01_1_F029.wav,frustrated,4,train
293,Ses01F_impro06_M006.wav,neutral,2,train
107,Ses01F_impro03_M012.wav,happy,1,train
7816,Ses04M_script03_2_M004.wav,frustrated,4,train
2371,Ses02F_script01_3_M019.wav,happy,1,train
2270,Ses02F_script01_1_M031.wav,frustrated,4,train
5492,Ses03M_script02_1_M032.wav,happy,1,train
5318,Ses03M_script01_2_F001.wav,angry,0,train
9225,Ses05M_impro04_M018.wav,angry,0,train
2624,Ses02F_script03_2_F008.wav,happy,1,train
1196,Ses01M_impro06_M018.wav,sad,3,train
5908,Ses04F_impro03_F041.wav,happy,1,train
5541,Ses03M_script02_2_F036.wav,sad,3,train
5578,Ses03M_script02_2_M023.wav,neutral,2,train
8675,Ses05F_script01_3_M009.wav,happy,1,train
5310,Ses03M_script01_1_M041.wav,angry,0,train
6075,Ses04F_impro05_M015.wav,frustrated,4,train
7690,Ses04M_script02_2_M039.wav,happy,1,train
3719,Ses03F_impro02_M021.wav,sad,3,train
6873,Ses04M_impro01_F002.wav,neutral,2,train
3407,Ses02M_script02_2_F026.wav,frustrated,4,train
5445,Ses03M_script02_1_F008.wav,frustrated,4,train
6241,Ses04F_impro07_M050.wav,happy,1,train
5233,Ses03M_script01_1_F011.wav,frustrated,4,train
86,Ses01F_impro03_F018.wav,neutral,2,train
9420,Ses05M_impro07_M047.wav,happy,1,train
2224,Ses02F_script01_1_F030.wav,frustrated,4,train
5452,Ses03M_script02_1_F015.wav,frustrated,4,train
6268,Ses04F_impro07_M077.wav,neutral,2,train
1964,Ses02F_impro04_F011.wav,frustrated,4,train
8280,Ses05F_impro05_M014.wav,neutral,2,train
9994,Ses05M_script03_2_M001.wav,happy,1,train
2656,Ses02F_script03_2_F040.wav,angry,0,train
1336,Ses01M_script01_1_M014.wav,frustrated,4,train
5916,Ses04F_impro03_F049.wav,happy,1,train
1403,Ses01M_script01_3_F005.wav,sad,3,train
4719,Ses03M_impro02_M037.wav,frustrated,4,train
7883,Ses05F_impro01_F014.wav,frustrated,4,train
7907,Ses05F_impro01_M014.wav,frustrated,4,train
7073,Ses04M_impro04_M010.wav,frustrated,4,train
761,Ses01F_script03_1_M021.wav,happy,1,train
3011,Ses02M_impro07_F016.wav,happy,1,train
707,Ses01F_script02_2_M049.wav,happy,1,train
5699,Ses03M_script03_2_F026.wav,angry,0,train
5148,Ses03M_impro08a_M002.wav,neutral,2,train
5967,Ses04F_impro03_M047.wav,neutral,2,train
7301,Ses04M_impro08_F000.wav,frustrated,4,train
5905,Ses04F_impro03_F038.wav,happy,1,train
8117,Ses05F_impro03_M057.wav,happy,1,train
9251,Ses05M_impro05_F002.wav,neutral,2,train
7914,Ses05F_impro01_M021.wav,frustrated,4,train
5137,Ses03M_impro08a_F027.wav,frustrated,4,train
6708,Ses04F_script02_2_M047.wav,neutral,2,train
370,Ses01F_script01_1_F028.wav,frustrated,4,train
6332,Ses04F_impro08_M028.wav,frustrated,4,train
6315,Ses04F_impro08_M011.wav,angry,0,train
2989,Ses02M_impro06_M018.wav,sad,3,train
7595,Ses04M_script02_1_M016.wav,frustrated,4,train
524,Ses01F_script01_3_M024.wav,sad,3,train
906,Ses01M_impro01_M014.wav,frustrated,4,train
2594,Ses02F_script03_1_M013.wav,neutral,2,train
7927,Ses05F_impro02_F009.wav,sad,3,train
2742,Ses02M_impro01_M009.wav,angry,0,train
1587,Ses01M_script02_2_F042.wav,happy,1,train
3276,Ses02M_script01_3_M001.wav,happy,1,train
3919,Ses03F_impro07_F008.wav,happy,1,train
9832,Ses05M_script02_2_F031.wav,sad,3,train
8626,Ses05F_script01_2_M005.wav,frustrated,4,train
5151,Ses03M_impro08a_M005.wav,neutral,2,train
7426,Ses04M_script01_1_M021.wav,angry,0,train
5964,Ses04F_impro03_M044.wav,happy,1,train
2230,Ses02F_script01_1_F036.wav,angry,0,train
204,Ses01F_impro05_F013.wav,angry,0,train
1059,Ses01M_impro04_M006.wav,frustrated,4,train
8391,Ses05F_impro07_F015.wav,happy,1,train
8258,Ses05F_impro05_F038.wav,frustrated,4,train
8960,Ses05F_script03_2_M007.wav,angry,0,train
6631,Ses04F_script02_2_F018.wav,frustrated,4,train
8154,Ses05F_impro04_F025.wav,frustrated,4,train
7078,Ses04M_impro04_M015.wav,frustrated,4,train
677,Ses01F_script02_2_M019.wav,neutral,2,train
1113,Ses01M_impro05_F034.wav,neutral,2,train
6643,Ses04F_script02_2_F030.wav,frustrated,4,train
2882,Ses02M_impro04_M013.wav,frustrated,4,train
366,Ses01F_script01_1_F024.wav,frustrated,4,train
8933,Ses05F_script03_2_F022.wav,neutral,2,train
6325,Ses04F_impro08_M021.wav,angry,0,train
5710,Ses03M_script03_2_F037.wav,frustrated,4,train
5911,Ses04F_impro03_F044.wav,happy,1,train
8955,Ses05F_script03_2_M002.wav,frustrated,4,train
3958,Ses03F_impro07_M011.wav,happy,1,train
2521,Ses02F_script02_2_M018.wav,neutral,2,train
2160,Ses02F_impro08_F014.wav,neutral,2,train
8444,Ses05F_impro07_M028.wav,happy,1,train
2903,Ses02M_impro05_F011.wav,neutral,2,train
7648,Ses04M_script02_2_F035.wav,happy,1,train
7659,Ses04M_script02_2_M008.wav,frustrated,4,train
7538,Ses04M_script01_3_M019.wav,happy,1,train
6836,Ses04F_script03_2_M011.wav,frustrated,4,train
6400,Ses04F_script01_1_M019.wav,frustrated,4,train
8611,Ses05F_script01_2_F008.wav,frustrated,4,train
9937,Ses05M_script03_1_M024.wav,happy,1,train
9216,Ses05M_impro04_M009.wav,neutral,2,train
3924,Ses03F_impro07_F013.wav,happy,1,train
1705,Ses01M_script03_1_M015.wav,frustrated,4,train
8928,Ses05F_script03_2_F017.wav,angry,0,train
9127,Ses05M_impro03_F025.wav,happy,1,train
9197,Ses05M_impro04_F029.wav,neutral,2,train
4619,Ses03M_impro01_M005.wav,frustrated,4,train
996,Ses01M_impro03_F022.wav,happy,1,train
1412,Ses01M_script01_3_F014.wav,happy,1,train
6480,Ses04F_script01_3_F012.wav,happy,1,train
91,Ses01F_impro03_F023.wav,neutral,2,train
5059,Ses03M_impro07_F000.wav,happy,1,train
5090,Ses03M_impro07_M007.wav,happy,1,train
9616,Ses05M_script01_1b_M018.wav,angry,0,train
6595,Ses04F_script02_1_M025.wav,frustrated,4,train
8188,Ses05F_impro04_M012.wav,neutral,2,train
7664,Ses04M_script02_2_M013.wav,frustrated,4,train
7805,Ses04M_script03_2_F046.wav,angry,0,train
5784,Ses04F_impro01_F018.wav,frustrated,4,train
8854,Ses05F_script03_1_F011.wav,neutral,2,train
6184,Ses04F_impro07_F073.wav,happy,1,train
7171,Ses04M_impro05_M041.wav,frustrated,4,train
174,Ses01F_impro04_M020.wav,neutral,2,train
9259,Ses05M_impro05_F010.wav,neutral,2,train
2130,Ses02F_impro07_M020.wav,happy,1,train
8808,Ses05F_script02_2_M007.wav,frustrated,4,train
845,Ses01F_script03_2_M025.wav,angry,0,train
535,Ses01F_script01_3_M035.wav,frustrated,4,train
9969,Ses05M_script03_2_F021.wav,frustrated,4,train
223,Ses01F_impro05_M001.wav,happy,1,train
977,Ses01M_impro03_F003.wav,happy,1,train
8885,Ses05F_script03_1_M008.wav,happy,1,train
1963,Ses02F_impro04_F010.wav,frustrated,4,train
2669,Ses02F_script03_2_M009.wav,neutral,2,train
777,Ses01F_script03_1_M037.wav,happy,1,train
7800,Ses04M_script03_2_F041.wav,angry,0,train
9357,Ses05M_impro07_F031.wav,happy,1,train
3802,Ses03F_impro04_F025.wav,sad,3,train
1951,Ses02F_impro03_M025.wav,happy,1,train
2467,Ses02F_script02_2_F010.wav,frustrated,4,train
4397,Ses03F_script02_2_M005.wav,neutral,2,train
6795,Ses04F_script03_2_F015.wav,frustrated,4,train
1806,Ses01M_script03_2_M031.wav,angry,0,train
1529,Ses01M_script02_1_M031.wav,happy,1,train
9702,Ses05M_script01_3_F027.wav,happy,1,train
3668,Ses03F_impro02_F014.wav,frustrated,4,train
40,Ses01F_impro02_F010.wav,sad,3,train
4322,Ses03F_script02_1_M028.wav,frustrated,4,train
907,Ses01M_impro01_M015.wav,frustrated,4,train
9719,Ses05M_script01_3_M016.wav,happy,1,train
6525,Ses04F_script01_3_M026.wav,sad,3,train
4779,Ses03M_impro03_M016.wav,happy,1,train
3779,Ses03F_impro04_F002.wav,sad,3,train
1518,Ses01M_script02_1_M020.wav,frustrated,4,train
1026,Ses01M_impro03_M025.wav,happy,1,train
4574,Ses03F_script03_2_M031.wav,frustrated,4,train
854,Ses01F_script03_2_M034.wav,angry,0,train
8535,Ses05F_script01_1_F015.wav,frustrated,4,train
9328,Ses05M_impro07_F002.wav,happy,1,train
3325,Ses02M_script02_1_F012.wav,frustrated,4,train
3021,Ses02M_impro07_F026.wav,happy,1,train
9193,Ses05M_impro04_F025.wav,frustrated,4,train
4545,Ses03F_script03_2_M002.wav,angry,0,train
2131,Ses02F_impro07_M021.wav,happy,1,train
2527,Ses02F_script02_2_M024.wav,frustrated,4,train
608,Ses01F_script02_1_M043.wav,happy,1,train
7879,Ses05F_impro01_F010.wav,frustrated,4,train
69,Ses01F_impro03_F001.wav,happy,1,train
2936,Ses02M_impro05_M013.wav,angry,0,train
3103,Ses02M_impro08_M014.wav,neutral,2,train
642,Ses01F_script02_2_F032.wav,frustrated,4,train
2797,Ses02M_impro03_F007.wav,happy,1,train
8302,Ses05F_impro05_M036.wav,neutral,2,train
2812,Ses02M_impro03_F022.wav,happy,1,train
6648,Ses04F_script02_2_F035.wav,frustrated,4,train
2779,Ses02M_impro02_M008.wav,sad,3,train
6763,Ses04F_script03_1_M020.wav,happy,1,train
6142,Ses04F_impro07_F031.wav,happy,1,train
5848,Ses04F_impro02_M008.wav,frustrated,4,train
4411,Ses03F_script02_2_M019.wav,frustrated,4,train
1034,Ses01M_impro04_F007.wav,neutral,2,train
3947,Ses03F_impro07_M000.wav,neutral,2,train
9134,Ses05M_impro03_M000.wav,happy,1,train
7303,Ses04M_impro08_F002.wav,frustrated,4,train
5253,Ses03M_script01_1_F031.wav,frustrated,4,train
1696,Ses01M_script03_1_M006.wav,happy,1,train
5737,Ses03M_script03_2_M018.wav,frustrated,4,train
4716,Ses03M_impro02_M034.wav,frustrated,4,train
876,Ses01M_impro01_F015.wav,frustrated,4,train
6691,Ses04F_script02_2_M030.wav,frustrated,4,train
3754,Ses03F_impro03_F024.wav,happy,1,train
1837,Ses02F_impro01_F018.wav,angry,0,train
1899,Ses02F_impro03_F004.wav,happy,1,train
1295,Ses01M_script01_1_F017.wav,angry,0,train
8691,Ses05F_script01_3_M025.wav,sad,3,train
5385,Ses03M_script01_3_F030.wav,sad,3,train
6107,Ses04F_impro06_M011.wav,sad,3,train
8508,Ses05F_impro08_M021.wav,frustrated,4,train
